account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
1029,canceled,12/5/15,4/7/15,53,FALSE,TRUE
399,current,12/5/15,,,FALSE,FALSE
977,current,12/5/15,,,FALSE,FALSE
556,current,12/5/15,,,FALSE,FALSE
1265,current,12/5/15,,,FALSE,FALSE
1265,canceled,8/4/15,14/4/15,6,FALSE,TRUE
252,current,12/5/15,,,FALSE,FALSE
1213,canceled,12/1/15,12/1/15,0,FALSE,TRUE
991,canceled,12/1/15,18/1/15,6,FALSE,TRUE
733,canceled,12/1/15,12/1/15,0,FALSE,TRUE
1240,canceled,12/1/15,19/1/15,7,FALSE,TRUE
1195,canceled,13/1/15,16/1/15,3,FALSE,TRUE
945,canceled,13/1/15,17/1/15,4,FALSE,TRUE
100,current,5/2/15,,,FALSE,FALSE
313,current,5/2/15,,,FALSE,FALSE
465,canceled,5/2/15,12/8/15,188,FALSE,TRUE
615,current,5/3/15,,,FALSE,FALSE
372,current,6/3/15,,,FALSE,FALSE
614,current,6/3/15,,,FALSE,FALSE
1045,canceled,6/3/15,12/3/15,6,FALSE,TRUE
208,canceled,8/3/15,15/6/15,99,FALSE,TRUE
944,canceled,10/3/15,12/3/15,2,FALSE,TRUE
652,current,10/3/15,,,FALSE,FALSE
1168,canceled,10/3/15,16/3/15,6,FALSE,TRUE
1260,canceled,11/3/15,18/5/15,68,FALSE,TRUE
1194,canceled,11/3/15,8/7/15,119,FALSE,TRUE
361,canceled,13/5/15,20/6/15,38,FALSE,TRUE
1185,current,13/5/15,,,FALSE,FALSE
490,current,13/5/15,,,FALSE,FALSE
365,current,13/5/15,,,FALSE,FALSE
1237,canceled,28/5/15,28/5/15,0,FALSE,TRUE
220,current,29/5/15,,,FALSE,FALSE
220,canceled,7/4/15,29/5/15,52,FALSE,TRUE
124,current,31/5/15,,,FALSE,FALSE
1069,canceled,1/6/15,1/6/15,0,TRUE,TRUE
814,canceled,2/6/15,7/6/15,5,FALSE,TRUE
496,current,3/6/15,,,FALSE,FALSE
405,current,4/6/15,,,FALSE,FALSE
405,canceled,3/6/15,4/6/15,1,FALSE,TRUE
452,current,4/6/15,,,FALSE,FALSE
318,current,5/6/15,,,FALSE,FALSE
266,current,6/6/15,,,FALSE,FALSE
219,current,6/6/15,,,FALSE,FALSE
83,current,6/6/15,,,FALSE,FALSE
1266,canceled,7/6/15,16/6/15,9,FALSE,TRUE
121,current,7/6/15,,,FALSE,FALSE
679,canceled,8/6/15,13/6/15,5,FALSE,TRUE
459,current,8/6/15,,,FALSE,FALSE
735,canceled,8/6/15,9/6/15,1,FALSE,TRUE
735,canceled,14/4/15,21/5/15,37,FALSE,TRUE
1032,current,8/6/15,,,FALSE,FALSE
1093,canceled,8/6/15,11/6/15,3,FALSE,TRUE
128,current,8/6/15,,,FALSE,FALSE
978,canceled,9/6/15,14/6/15,5,FALSE,TRUE
1031,current,9/6/15,,,FALSE,FALSE
673,current,1/6/15,,,FALSE,FALSE
663,canceled,2/6/15,9/6/15,7,FALSE,TRUE
663,canceled,9/6/15,15/6/15,6,FALSE,TRUE
843,current,2/6/15,,,FALSE,FALSE
216,current,2/6/15,,,FALSE,FALSE
731,canceled,3/6/15,7/6/15,4,FALSE,TRUE
554,current,7/6/15,,,FALSE,FALSE
1183,canceled,8/6/15,30/6/15,22,FALSE,TRUE
1183,canceled,17/7/15,8/8/15,22,FALSE,TRUE
1183,canceled,11/5/15,2/6/15,22,FALSE,TRUE
133,current,8/6/15,,,FALSE,FALSE
887,current,8/6/15,,,FALSE,FALSE
248,current,9/6/15,,,FALSE,FALSE
629,current,9/6/15,,,FALSE,FALSE
478,current,9/6/15,,,FALSE,FALSE
804,canceled,9/6/15,16/7/15,37,FALSE,TRUE
721,canceled,9/6/15,16/6/15,7,FALSE,TRUE
721,canceled,9/7/15,15/7/15,6,FALSE,TRUE
1086,canceled,9/6/15,9/6/15,0,FALSE,TRUE
951,canceled,8/7/15,11/7/15,3,FALSE,TRUE
1096,canceled,8/7/15,15/7/15,7,FALSE,TRUE
1096,current,15/7/15,,,FALSE,FALSE
163,current,9/7/15,,,FALSE,FALSE
1169,canceled,10/7/15,17/7/15,7,FALSE,TRUE
1126,canceled,10/7/15,15/7/15,5,FALSE,TRUE
813,canceled,11/7/15,17/7/15,6,FALSE,TRUE
1208,canceled,5/2/15,13/3/15,36,FALSE,TRUE
1207,canceled,6/2/15,28/2/15,22,FALSE,TRUE
602,canceled,6/2/15,13/8/15,188,FALSE,TRUE
1153,canceled,6/2/15,13/3/15,35,FALSE,TRUE
605,current,6/2/15,,,FALSE,FALSE
1210,canceled,7/2/15,14/3/15,35,FALSE,TRUE
916,canceled,8/2/15,15/4/15,66,FALSE,TRUE
381,current,9/2/15,,,FALSE,FALSE
666,canceled,9/2/15,16/4/15,66,FALSE,TRUE
26,current,11/2/15,,,FALSE,FALSE
508,current,4/3/15,,,FALSE,FALSE
509,current,5/3/15,,,FALSE,FALSE
753,canceled,5/3/15,12/4/15,38,FALSE,TRUE
1190,canceled,6/3/15,6/3/15,0,FALSE,TRUE
141,canceled,7/3/15,14/5/15,68,FALSE,TRUE
432,current,9/3/15,,,FALSE,FALSE
375,current,9/3/15,,,FALSE,FALSE
183,current,1/4/15,,,FALSE,FALSE
400,current,1/4/15,,,FALSE,FALSE
585,current,1/4/15,,,FALSE,FALSE
13,current,1/4/15,,,FALSE,FALSE
205,current,1/4/15,,,FALSE,FALSE
914,canceled,2/4/15,2/4/15,0,FALSE,TRUE
914,canceled,17/7/15,17/7/15,0,FALSE,TRUE
593,current,2/4/15,,,FALSE,FALSE
437,current,2/4/15,,,FALSE,FALSE
468,current,2/4/15,,,FALSE,FALSE
729,canceled,3/4/15,25/4/15,22,FALSE,TRUE
22,current,3/4/15,,,FALSE,FALSE
449,current,3/4/15,,,FALSE,FALSE
482,current,3/4/15,,,FALSE,FALSE
349,current,3/4/15,,,FALSE,FALSE
994,canceled,5/4/15,6/4/15,1,FALSE,TRUE
1089,canceled,6/4/15,13/5/15,37,FALSE,TRUE
651,canceled,6/4/15,13/6/15,68,FALSE,TRUE
1054,canceled,7/4/15,14/8/15,129,FALSE,TRUE
289,canceled,7/4/15,14/7/15,98,FALSE,TRUE
796,canceled,7/4/15,16/4/15,9,FALSE,TRUE
104,current,10/4/15,,,FALSE,FALSE
286,current,8/7/15,,,FALSE,FALSE
812,current,9/7/15,,,FALSE,FALSE
462,current,9/7/15,,,FALSE,FALSE
1001,current,9/7/15,,,FALSE,FALSE
213,current,14/7/15,,,FALSE,FALSE
359,current,15/7/15,,,FALSE,FALSE
915,canceled,16/7/15,22/7/15,6,FALSE,TRUE
21,current,17/7/15,,,FALSE,FALSE
633,current,17/7/15,,,FALSE,FALSE
1279,canceled,17/7/15,22/7/15,5,FALSE,TRUE
1279,canceled,17/7/15,17/7/15,0,FALSE,TRUE
1179,canceled,17/7/15,22/7/15,5,FALSE,TRUE
1205,canceled,17/7/15,5/8/15,19,FALSE,TRUE
850,canceled,18/7/15,22/7/15,4,FALSE,TRUE
1256,canceled,18/7/15,24/7/15,6,FALSE,TRUE
1014,current,18/7/15,,,FALSE,FALSE
1258,canceled,15/7/15,21/7/15,6,FALSE,TRUE
40,current,15/7/15,,,FALSE,FALSE
1216,current,16/7/15,,,FALSE,FALSE
1131,current,16/7/15,,,FALSE,FALSE
1150,current,16/7/15,,,FALSE,FALSE
403,current,16/7/15,,,FALSE,FALSE
773,current,17/7/15,,,FALSE,FALSE
968,canceled,17/7/15,17/7/15,0,FALSE,TRUE
662,canceled,17/7/15,21/7/15,4,FALSE,TRUE
1155,canceled,17/7/15,17/7/15,0,FALSE,TRUE
856,canceled,18/7/15,9/8/15,22,FALSE,TRUE
848,canceled,11/8/15,14/8/15,3,FALSE,TRUE
848,canceled,6/3/15,11/3/15,5,FALSE,TRUE
305,current,10/3/15,,,FALSE,FALSE
768,canceled,10/3/15,11/3/15,1,FALSE,TRUE
485,current,10/3/15,,,FALSE,FALSE
464,current,1/4/15,,,FALSE,FALSE
340,current,1/4/15,,,FALSE,FALSE
788,canceled,1/4/15,6/4/15,5,FALSE,TRUE
75,current,1/4/15,,,FALSE,FALSE
786,canceled,2/4/15,9/5/15,37,FALSE,TRUE
1072,current,2/4/15,,,FALSE,FALSE
588,current,2/4/15,,,FALSE,FALSE
291,current,2/4/15,,,FALSE,FALSE
1264,canceled,2/4/15,9/6/15,68,FALSE,TRUE
830,canceled,3/4/15,6/4/15,3,FALSE,TRUE
1088,canceled,3/4/15,25/4/15,22,FALSE,TRUE
723,canceled,3/4/15,6/4/15,3,FALSE,TRUE
536,current,24/4/15,,,FALSE,FALSE
107,current,24/4/15,,,FALSE,FALSE
353,current,24/4/15,,,FALSE,FALSE
146,current,24/4/15,,,FALSE,FALSE
466,current,6/5/15,,,FALSE,FALSE
811,canceled,6/5/15,13/6/15,38,FALSE,TRUE
825,canceled,6/5/15,6/5/15,0,FALSE,TRUE
825,canceled,9/5/15,16/6/15,38,FALSE,TRUE
484,current,7/5/15,,,FALSE,FALSE
1055,canceled,8/5/15,15/7/15,68,FALSE,TRUE
192,current,9/5/15,,,FALSE,FALSE
766,canceled,10/5/15,10/5/15,0,FALSE,TRUE
398,current,11/5/15,,,FALSE,FALSE
1215,canceled,11/5/15,18/7/15,68,FALSE,TRUE
20,current,11/5/15,,,FALSE,FALSE
1030,canceled,11/5/15,18/7/15,68,FALSE,TRUE
955,canceled,11/5/15,18/8/15,99,FALSE,TRUE
995,canceled,11/5/15,18/5/15,7,FALSE,TRUE
200,current,12/5/15,,,FALSE,FALSE
665,current,12/5/15,,,FALSE,FALSE
815,canceled,12/5/15,18/5/15,6,FALSE,TRUE
1263,current,16/8/15,,,FALSE,FALSE
1136,current,18/8/15,,,FALSE,FALSE
1144,current,18/8/15,,,FALSE,FALSE
142,current,19/8/15,,,FALSE,FALSE
142,canceled,12/1/15,3/8/15,203,FALSE,TRUE
1228,current,19/8/15,,,FALSE,FALSE
967,current,21/8/15,,,FALSE,FALSE
754,current,21/8/15,,,FALSE,FALSE
851,current,22/8/15,,,FALSE,FALSE
990,current,23/8/15,,,FALSE,FALSE
1039,canceled,19/7/15,19/7/15,0,FALSE,TRUE
1039,canceled,12/8/15,16/8/15,4,FALSE,TRUE
950,current,19/7/15,,,FALSE,FALSE
1087,current,20/7/15,,,FALSE,FALSE
1018,canceled,20/7/15,26/7/15,6,FALSE,TRUE
993,canceled,11/8/15,17/8/15,6,FALSE,TRUE
699,canceled,11/8/15,18/8/15,7,FALSE,TRUE
940,current,13/8/15,,,FALSE,FALSE
940,canceled,17/7/15,23/7/15,6,FALSE,TRUE
1162,canceled,14/8/15,19/8/15,5,FALSE,TRUE
986,current,15/8/15,,,FALSE,FALSE
784,current,17/8/15,,,FALSE,FALSE
893,current,18/8/15,,,FALSE,FALSE
840,current,21/8/15,,,FALSE,FALSE
975,current,23/8/15,,,FALSE,FALSE
1038,canceled,4/4/15,26/4/15,22,FALSE,TRUE
739,canceled,5/4/15,5/4/15,0,FALSE,TRUE
1046,canceled,5/4/15,7/4/15,2,FALSE,TRUE
1170,canceled,5/4/15,12/7/15,98,FALSE,TRUE
1268,canceled,6/4/15,28/5/15,52,FALSE,TRUE
706,canceled,7/4/15,14/7/15,98,FALSE,TRUE
1222,canceled,7/4/15,7/4/15,0,FALSE,TRUE
936,canceled,7/4/15,12/4/15,5,FALSE,TRUE
632,current,7/4/15,,,FALSE,FALSE
606,canceled,8/4/15,15/6/15,68,FALSE,TRUE
117,current,8/4/15,,,FALSE,FALSE
863,canceled,10/4/15,12/4/15,2,FALSE,TRUE
94,current,24/4/15,,,FALSE,FALSE
299,current,24/4/15,,,FALSE,FALSE
574,current,24/4/15,,,FALSE,FALSE
212,current,24/4/15,,,FALSE,FALSE
401,current,24/4/15,,,FALSE,FALSE
387,current,24/4/15,,,FALSE,FALSE
1113,current,6/5/15,,,FALSE,FALSE
382,current,6/5/15,,,FALSE,FALSE
8,current,6/5/15,,,FALSE,FALSE
1,current,6/5/15,,,FALSE,FALSE
184,current,12/5/15,,,FALSE,FALSE
61,current,12/5/15,,,FALSE,FALSE
669,canceled,12/5/15,19/7/15,68,FALSE,TRUE
596,current,12/5/15,,,FALSE,FALSE
7,current,12/5/15,,,FALSE,FALSE
41,current,13/5/15,,,FALSE,FALSE
513,current,28/5/15,,,FALSE,FALSE
545,current,28/5/15,,,FALSE,FALSE
572,current,28/5/15,,,FALSE,FALSE
199,current,30/5/15,,,FALSE,FALSE
1125,canceled,31/5/15,31/5/15,0,FALSE,TRUE
569,canceled,2/6/15,9/8/15,68,FALSE,TRUE
14,current,3/6/15,,,FALSE,FALSE
646,current,4/6/15,,,FALSE,FALSE
708,canceled,5/6/15,5/6/15,0,FALSE,TRUE
708,canceled,5/6/15,10/6/15,5,FALSE,TRUE
6,current,5/6/15,,,FALSE,FALSE
619,current,6/6/15,,,FALSE,FALSE
912,canceled,6/6/15,13/8/15,68,FALSE,TRUE
456,current,7/6/15,,,FALSE,FALSE
1025,canceled,7/6/15,7/6/15,0,FALSE,TRUE
80,current,7/6/15,,,FALSE,FALSE
763,canceled,8/6/15,14/6/15,6,FALSE,TRUE
116,current,6/5/15,,,FALSE,FALSE
89,current,7/5/15,,,FALSE,FALSE
471,current,7/5/15,,,FALSE,FALSE
1002,current,7/5/15,,,FALSE,FALSE
154,current,9/5/15,,,FALSE,FALSE
58,current,9/5/15,,,FALSE,FALSE
406,current,10/5/15,,,FALSE,FALSE
1062,canceled,10/5/15,17/6/15,38,FALSE,TRUE
1282,current,10/5/15,,,FALSE,FALSE
162,current,11/5/15,,,FALSE,FALSE
242,current,11/5/15,,,FALSE,FALSE
235,current,11/5/15,,,FALSE,FALSE
928,current,11/5/15,,,FALSE,FALSE
1151,current,11/5/15,,,FALSE,FALSE
249,current,12/5/15,,,FALSE,FALSE
621,current,12/5/15,,,FALSE,FALSE
656,current,12/5/15,,,FALSE,FALSE
497,current,12/5/15,,,FALSE,FALSE
73,current,28/5/15,,,FALSE,FALSE
1184,canceled,29/5/15,4/6/15,6,FALSE,TRUE
290,current,30/5/15,,,FALSE,FALSE
1290,current,2/6/15,,,FALSE,FALSE
294,current,4/6/15,,,FALSE,FALSE
826,canceled,5/6/15,9/6/15,4,FALSE,TRUE
750,canceled,6/6/15,6/6/15,0,FALSE,TRUE
573,current,7/6/15,,,FALSE,FALSE
1081,current,8/6/15,,,FALSE,FALSE
956,canceled,8/6/15,15/8/15,68,FALSE,TRUE
1172,canceled,9/6/15,10/6/15,1,FALSE,TRUE
1036,current,9/6/15,,,FALSE,FALSE
1084,canceled,8/7/15,15/7/15,7,FALSE,TRUE
827,canceled,8/7/15,12/7/15,4,FALSE,TRUE
271,current,8/7/15,,,FALSE,FALSE
317,current,9/7/15,,,FALSE,FALSE
1257,current,9/7/15,,,FALSE,FALSE
326,current,9/7/15,,,FALSE,FALSE
783,canceled,13/7/15,19/7/15,6,FALSE,TRUE
748,current,8/6/15,,,FALSE,FALSE
777,canceled,8/6/15,15/8/15,68,FALSE,TRUE
910,canceled,8/6/15,15/6/15,7,FALSE,TRUE
296,current,8/6/15,,,FALSE,FALSE
628,current,9/6/15,,,FALSE,FALSE
1262,current,9/6/15,,,FALSE,FALSE
531,current,8/7/15,,,FALSE,FALSE
947,canceled,8/7/15,13/7/15,5,FALSE,TRUE
1209,current,9/7/15,,,FALSE,FALSE
498,current,9/7/15,,,FALSE,FALSE
1197,canceled,9/7/15,11/7/15,2,FALSE,TRUE
430,current,10/7/15,,,FALSE,FALSE
694,current,10/7/15,,,FALSE,FALSE
238,current,13/7/15,,,FALSE,FALSE
48,current,16/7/15,,,FALSE,FALSE
47,current,16/7/15,,,FALSE,FALSE
29,current,16/7/15,,,FALSE,FALSE
885,current,16/7/15,,,FALSE,FALSE
164,current,16/7/15,,,FALSE,FALSE
1080,current,17/7/15,,,FALSE,FALSE
402,canceled,12/1/15,10/3/15,57,FALSE,TRUE
402,current,10/3/15,,,FALSE,FALSE
15,canceled,12/1/15,17/1/15,5,FALSE,TRUE
15,canceled,4/3/15,11/8/15,160,FALSE,TRUE
87,current,12/1/15,,,FALSE,FALSE
724,canceled,12/1/15,18/1/15,6,FALSE,TRUE
134,canceled,5/2/15,12/6/15,127,FALSE,TRUE
1033,canceled,6/2/15,13/8/15,188,FALSE,TRUE
782,current,17/7/15,,,FALSE,FALSE
979,current,17/7/15,,,FALSE,FALSE
849,canceled,17/7/15,19/7/15,2,FALSE,TRUE
898,canceled,18/7/15,24/7/15,6,FALSE,TRUE
1302,current,18/7/15,,,FALSE,FALSE
879,canceled,18/7/15,24/7/15,6,FALSE,TRUE
687,current,20/7/15,,,FALSE,FALSE
924,current,11/8/15,,,FALSE,FALSE
946,current,11/8/15,,,FALSE,FALSE
889,canceled,11/8/15,11/8/15,0,FALSE,TRUE
805,current,11/8/15,,,FALSE,FALSE
552,current,14/8/15,,,FALSE,FALSE
1028,current,21/8/15,,,FALSE,FALSE
1034,canceled,15/7/15,20/7/15,5,FALSE,TRUE
1159,canceled,16/7/15,21/7/15,5,FALSE,TRUE
1003,canceled,16/7/15,20/7/15,4,FALSE,TRUE
122,current,17/7/15,,,FALSE,FALSE
39,current,17/7/15,,,FALSE,FALSE
775,canceled,17/7/15,24/7/15,7,FALSE,TRUE
393,current,18/7/15,,,FALSE,FALSE
1147,current,19/7/15,,,FALSE,FALSE
325,current,19/7/15,,,FALSE,FALSE
883,current,19/7/15,,,FALSE,FALSE
1224,current,20/7/15,,,FALSE,FALSE
332,current,11/8/15,,,FALSE,FALSE
443,current,10/11/14,,,FALSE,FALSE
309,current,10/11/14,,,FALSE,FALSE
512,canceled,10/11/14,17/3/15,127,FALSE,TRUE
821,canceled,10/11/14,16/11/14,6,FALSE,TRUE
230,current,10/11/14,,,FALSE,FALSE
301,current,10/11/14,,,FALSE,FALSE
760,canceled,10/11/14,13/11/14,3,FALSE,TRUE
506,current,10/11/14,,,FALSE,FALSE
1243,canceled,10/11/14,18/11/14,8,FALSE,TRUE
737,canceled,10/11/14,10/11/14,0,FALSE,TRUE
1220,canceled,10/11/14,17/12/14,37,FALSE,TRUE
878,canceled,10/11/14,10/11/14,0,FALSE,TRUE
1288,canceled,10/11/14,15/11/14,5,FALSE,TRUE
755,current,10/11/14,,,FALSE,FALSE
85,canceled,11/11/14,27/3/15,136,FALSE,TRUE
160,canceled,11/11/14,18/2/15,99,FALSE,TRUE
1050,current,11/8/15,,,FALSE,FALSE
998,canceled,11/8/15,18/8/15,7,FALSE,TRUE
834,current,13/8/15,,,FALSE,FALSE
742,current,14/8/15,,,FALSE,FALSE
981,canceled,7/2/15,7/2/15,0,FALSE,TRUE
535,current,8/2/15,,,FALSE,FALSE
636,canceled,9/2/15,10/2/15,1,FALSE,TRUE
636,canceled,5/3/15,12/8/15,160,FALSE,TRUE
423,canceled,9/2/15,8/4/15,58,FALSE,TRUE
423,current,8/4/15,,,FALSE,FALSE
1112,canceled,10/2/15,13/2/15,3,FALSE,TRUE
190,canceled,11/2/15,8/4/15,56,FALSE,TRUE
190,current,8/4/15,,,FALSE,FALSE
1078,canceled,11/2/15,17/2/15,6,FALSE,TRUE
692,canceled,11/2/15,24/2/15,13,FALSE,TRUE
1101,current,25/2/15,,,TRUE,FALSE
904,canceled,5/3/15,10/3/15,5,FALSE,TRUE
259,canceled,5/3/15,12/3/15,7,FALSE,TRUE
259,canceled,7/4/15,14/7/15,98,FALSE,TRUE
653,canceled,5/3/15,5/3/15,0,FALSE,TRUE
653,current,8/7/15,,,FALSE,FALSE
1177,canceled,6/3/15,6/3/15,0,FALSE,TRUE
1177,current,11/3/15,,,FALSE,FALSE
233,current,6/3/15,,,FALSE,FALSE
351,current,8/3/15,,,FALSE,FALSE
680,canceled,9/3/15,12/3/15,3,FALSE,TRUE
1148,canceled,9/3/15,9/3/15,0,FALSE,TRUE
854,current,23/8/15,,,FALSE,FALSE
880,current,23/8/15,,,FALSE,FALSE
839,canceled,13/11/14,15/1/15,63,FALSE,TRUE
1161,canceled,13/11/14,20/12/14,37,FALSE,TRUE
672,current,14/11/14,,,FALSE,FALSE
282,current,14/11/14,,,FALSE,FALSE
155,current,14/11/14,,,FALSE,FALSE
949,canceled,14/11/14,20/11/14,6,FALSE,TRUE
257,current,15/11/14,,,FALSE,FALSE
311,current,16/11/14,,,FALSE,FALSE
188,current,16/11/14,,,FALSE,FALSE
1146,canceled,16/11/14,23/12/14,37,FALSE,TRUE
65,canceled,16/11/14,23/2/15,99,FALSE,TRUE
787,canceled,16/11/14,23/12/14,37,FALSE,TRUE
941,canceled,10/3/15,1/4/15,22,FALSE,TRUE
457,current,10/3/15,,,FALSE,FALSE
1119,canceled,11/3/15,15/3/15,4,FALSE,TRUE
1119,canceled,16/8/15,16/8/15,0,FALSE,TRUE
899,canceled,11/3/15,17/3/15,6,FALSE,TRUE
985,canceled,11/3/15,18/4/15,38,FALSE,TRUE
1186,canceled,11/3/15,11/3/15,0,FALSE,TRUE
333,current,1/4/15,,,FALSE,FALSE
681,canceled,1/4/15,7/4/15,6,FALSE,TRUE
681,canceled,9/6/15,15/6/15,6,FALSE,TRUE
835,canceled,3/12/14,10/1/15,38,FALSE,TRUE
549,canceled,3/12/14,10/6/15,189,FALSE,TRUE
660,canceled,3/12/14,10/1/15,38,FALSE,TRUE
174,canceled,3/12/14,10/3/15,97,FALSE,TRUE
1261,canceled,3/12/14,8/12/14,5,FALSE,TRUE
514,canceled,4/12/14,11/6/15,189,FALSE,TRUE
1135,canceled,4/12/14,8/12/14,4,FALSE,TRUE
953,canceled,5/12/14,11/12/14,6,FALSE,TRUE
594,current,5/12/14,,,FALSE,FALSE
137,current,6/12/14,,,FALSE,FALSE
725,canceled,6/12/14,6/12/14,0,FALSE,TRUE
820,canceled,6/12/14,9/12/14,3,FALSE,TRUE
778,canceled,7/12/14,29/12/14,22,FALSE,TRUE
865,canceled,7/12/14,13/12/14,6,FALSE,TRUE
801,canceled,8/12/14,3/2/15,57,FALSE,TRUE
1077,canceled,8/12/14,30/1/15,53,FALSE,TRUE
808,canceled,8/12/14,30/12/14,22,FALSE,TRUE
241,current,8/12/14,,,FALSE,FALSE
767,canceled,8/12/14,11/12/14,3,FALSE,TRUE
46,current,8/12/14,,,FALSE,FALSE
917,canceled,9/12/14,14/12/14,5,FALSE,TRUE
933,canceled,9/12/14,14/12/14,5,FALSE,TRUE
1246,canceled,9/12/14,15/12/14,6,FALSE,TRUE
363,current,2/4/15,,,FALSE,FALSE
269,current,2/4/15,,,FALSE,FALSE
528,canceled,3/4/15,10/8/15,129,FALSE,TRUE
1145,canceled,4/4/15,4/4/15,0,FALSE,TRUE
658,canceled,6/4/15,8/4/15,2,FALSE,TRUE
658,canceled,10/4/15,10/4/15,0,FALSE,TRUE
1158,canceled,7/4/15,9/4/15,2,FALSE,TRUE
600,current,7/4/15,,,FALSE,FALSE
1115,canceled,8/4/15,15/5/15,37,FALSE,TRUE
957,canceled,8/4/15,14/4/15,6,FALSE,TRUE
920,current,12/4/15,,,FALSE,FALSE
447,canceled,24/4/15,4/6/15,41,FALSE,TRUE
370,current,24/4/15,,,FALSE,FALSE
84,current,6/5/15,,,FALSE,FALSE
255,current,6/5/15,,,FALSE,FALSE
987,canceled,9/12/14,11/12/14,2,FALSE,TRUE
472,current,7/1/15,,,FALSE,FALSE
802,canceled,8/1/15,8/1/15,0,FALSE,TRUE
664,canceled,8/1/15,8/1/15,0,FALSE,TRUE
272,canceled,8/1/15,15/5/15,127,FALSE,TRUE
32,current,8/1/15,,,FALSE,FALSE
115,current,11/1/15,,,FALSE,FALSE
997,canceled,12/1/15,12/1/15,0,FALSE,TRUE
434,canceled,12/1/15,3/6/15,142,FALSE,TRUE
1061,canceled,12/1/15,14/1/15,2,FALSE,TRUE
532,canceled,12/1/15,19/6/15,158,FALSE,TRUE
847,canceled,12/1/15,19/1/15,7,FALSE,TRUE
937,canceled,6/5/15,13/6/15,38,FALSE,TRUE
927,canceled,6/5/15,13/5/15,7,FALSE,TRUE
927,canceled,13/5/15,20/7/15,68,FALSE,TRUE
1022,canceled,7/5/15,14/6/15,38,FALSE,TRUE
1022,current,20/8/15,,,FALSE,FALSE
320,current,7/5/15,,,FALSE,FALSE
635,current,7/5/15,,,FALSE,FALSE
182,current,8/5/15,,,FALSE,FALSE
298,current,8/5/15,,,FALSE,FALSE
385,current,8/5/15,,,FALSE,FALSE
175,current,9/5/15,,,FALSE,FALSE
942,canceled,10/5/15,15/5/15,5,FALSE,TRUE
120,current,11/5/15,,,FALSE,FALSE
314,current,11/5/15,,,FALSE,FALSE
331,current,11/5/15,,,FALSE,FALSE
303,current,11/5/15,,,FALSE,FALSE
533,current,11/5/15,,,FALSE,FALSE
1026,canceled,11/5/15,12/5/15,1,FALSE,TRUE
17,current,11/5/15,,,FALSE,FALSE
129,current,11/5/15,,,FALSE,FALSE
189,current,12/5/15,,,FALSE,FALSE
772,canceled,12/5/15,19/5/15,7,FALSE,TRUE
870,canceled,12/5/15,12/5/15,0,FALSE,TRUE
4,current,12/5/15,,,FALSE,FALSE
454,current,12/5/15,,,FALSE,FALSE
715,current,12/5/15,,,FALSE,FALSE
410,canceled,12/5/15,19/8/15,99,FALSE,TRUE
1007,canceled,12/5/15,19/6/15,38,FALSE,TRUE
1007,canceled,18/7/15,23/7/15,5,FALSE,TRUE
758,canceled,12/5/15,17/5/15,5,FALSE,TRUE
16,current,13/5/15,,,FALSE,FALSE
1165,canceled,12/1/15,13/1/15,1,FALSE,TRUE
297,current,12/1/15,,,FALSE,FALSE
373,current,12/1/15,,,FALSE,FALSE
1284,canceled,13/1/15,13/1/15,0,FALSE,TRUE
510,current,5/2/15,,,FALSE,FALSE
645,canceled,9/2/15,16/5/15,96,FALSE,TRUE
1079,canceled,9/2/15,9/2/15,0,FALSE,TRUE
1281,canceled,9/2/15,12/2/15,3,FALSE,TRUE
36,current,13/5/15,,,FALSE,FALSE
1068,canceled,28/5/15,29/5/15,1,FALSE,TRUE
616,current,28/5/15,,,FALSE,FALSE
55,current,29/5/15,,,FALSE,FALSE
538,current,2/6/15,,,FALSE,FALSE
503,current,3/6/15,,,FALSE,FALSE
196,current,3/6/15,,,FALSE,FALSE
1217,canceled,6/6/15,28/7/15,52,FALSE,TRUE
1217,current,13/8/15,,,FALSE,FALSE
1106,canceled,7/6/15,13/6/15,6,FALSE,TRUE
762,canceled,8/6/15,15/7/15,37,FALSE,TRUE
565,current,8/6/15,,,FALSE,FALSE
897,canceled,8/6/15,15/7/15,37,FALSE,TRUE
518,current,8/6/15,,,FALSE,FALSE
961,canceled,8/6/15,11/6/15,3,FALSE,TRUE
384,current,8/6/15,,,FALSE,FALSE
1075,canceled,9/6/15,16/8/15,68,FALSE,TRUE
888,current,9/6/15,,,FALSE,FALSE
1227,current,9/6/15,,,FALSE,FALSE
176,current,8/7/15,,,FALSE,FALSE
1133,canceled,9/7/15,15/7/15,6,FALSE,TRUE
1231,current,9/7/15,,,FALSE,FALSE
1005,canceled,9/7/15,11/7/15,2,FALSE,TRUE
999,canceled,10/2/15,13/2/15,3,FALSE,TRUE
391,current,10/2/15,,,FALSE,FALSE
1188,canceled,10/2/15,17/3/15,35,FALSE,TRUE
1200,canceled,4/3/15,11/4/15,38,FALSE,TRUE
1196,canceled,4/3/15,11/3/15,7,FALSE,TRUE
113,canceled,4/3/15,11/7/15,129,FALSE,TRUE
409,current,6/3/15,,,FALSE,FALSE
1082,canceled,6/3/15,13/4/15,38,FALSE,TRUE
872,current,6/3/15,,,FALSE,FALSE
860,canceled,7/3/15,11/3/15,4,FALSE,TRUE
828,canceled,9/3/15,16/4/15,38,FALSE,TRUE
